OBJECTID,type,subtype,x,y,TAZ
2440,4, Entertainment,46.6997949,24.7020732,861
2441,4, Entertainment,46.6963465,24.7005497,862
2442,2, Restaurants,46.7378289,24.6599651,245
2443,3, Shopping and Services,46.7997142,24.7340107,919
2444,2, Restaurants,46.7030206,24.693302,880
2445,3, Shopping and Services,46.6975184,24.6742596,1041
2446,3, Shopping and Services,46.6843553,24.7120198,831
2447,5, Consultants and Contractors,46.7313158,24.6821137,1147
2448,5, Consultants and Contractors,46.6873169,24.7374534,806
2449,4, Entertainment,46.7025574,24.5553768,387
2450,2, Restaurants,46.747192,24.7620648,889
2451,3, Shopping and Services,46.8073591,24.7411744,995
2452,6, Private Schools,46.6972447,24.6830554,102
2453,2, Restaurants,46.6652899,24.7040907,31
2454,2, Restaurants,46.6906149,24.6846784,102
2455,2, Restaurants,46.6834687,24.7385568,742
2456,6, Clinics,46.7041056,24.5573096,387
2457,3, Shopping and Services,46.7804673,24.6958899,355
2458,3, Shopping and Services,46.779584,24.6939602,355
2459,3, Shopping and Services,46.7764062,24.6943832,355
2460,3, Shopping and Services,46.7207469,24.6367266,1262
2461,6, Clinics,46.6155791,24.6013161,1077
2462,6, Clinics,46.6215281,24.5857166,1395
2463,6, Clinics,46.6432879,24.5990727,1114
2464,3, Shopping and Services,46.6841959,24.5457981,1421
2465,1, Hotels and Furnished Apartments,46.7196615,24.6822708,229
2466,2, Restaurants,46.6881973,24.6873748,876
2467,2, Restaurants,46.6893013,24.682315,100
2468,5, Factories,46.7361019,24.6445756,319
2469,1, Hotels and Furnished Apartments,46.7608184,24.762769,888
2470,5, Factories,46.7405779,24.6433349,319
2471,2, Restaurants,46.5744363,24.7497739,3
2472,2, Restaurants,46.7707789,24.7537207,134
2473,5, Mosques,46.7585704,24.7645593,888
2474,6, Medical Centers,46.7720171,24.7556643,134
2475,6, Clinics,46.5772335,24.7484886,3
2476,6, Private Schools,46.7726395,24.7560489,134
2477,6, Private Schools,46.7793194,24.7560103,134
2478,6, Private Schools,46.7942889,24.7715049,899
2479,6, Private Schools,46.7811302,24.7359165,138
2480,6, Private Schools,46.7739037,24.7290932,138
2481,3, Shopping and Services,46.8088151,24.6925875,930
2482,6, Government Schools,46.6914165,24.7330576,808
2483,3, Shopping and Services,46.696782,24.6746649,1041
2484,5, Consultants and Contractors,46.7316846,24.6802863,1147
2485,3, Shopping and Services,46.7439725,24.5868112,1316
2486,4, Entertainment,46.7716023,24.6080054,393
2487,1, Hotels and Furnished Apartments,46.8316317,24.7274329,362
2488,1, Hotels and Furnished Apartments,46.8415292,24.7219038,1007
2489,1, Hotels and Furnished Apartments,46.84354,24.719218,1007
2490,3, Shopping and Services,46.7187415,24.6357874,1261
2491,3, Shopping and Services,46.682051,24.5507519,1422
2492,3, Shopping and Services,46.6918415,24.7382417,807
2493,6, Private Schools,46.7874898,24.7591297,893
2494,4, Entertainment,46.6920383,24.7021267,89
2495,5, Consultants and Contractors,46.71968,24.6833128,229
2496,4, Entertainment,46.6331323,24.5866543,162
2497,3, Shopping and Services,46.7299682,24.6719193,1155
2498,2, Restaurants,46.6700206,24.6973664,838
2499,2, Restaurants,46.6991202,24.5513979,386
2500,2, Restaurants,46.6834687,24.7385568,742
2501,2, Restaurants,46.6483899,24.5952,475
2502,2, Restaurants,46.7623137,24.7644395,890
2503,2, Restaurants,46.5736567,24.7498647,3
2504,2, Restaurants,46.7856076,24.764914,141
2505,6, Clinics,46.7477023,24.6308428,326
2506,6, Clinics,46.7615168,24.6895155,261
2507,5, Mosques,46.6966713,24.6393215,199
2508,2, Restaurants,46.6800425,24.7012379,843
2509,2, Restaurants,46.6856373,24.717017,833
2510,4, Entertainment,46.606992,24.5831254,1389
2511,2, Restaurants,46.8129188,24.7282135,994
2512,2, Restaurants,46.8157616,24.7241573,1000
2513,2, Restaurants,46.8190804,24.7116731,961
2514,4, Entertainment,46.7157414,24.7537794,756
2515,6, Medical Centers,46.6978858,24.6814418,1038
2516,6, Medical Centers,46.6961146,24.6805709,1040
2517,3, Shopping and Services,46.6648109,24.704626,31
2518,5, Public Libraries,46.6697981,24.5805182,1411
2519,5, Consultants and Contractors,46.8297753,24.7330479,362
2520,5, Consultants and Contractors,46.8032903,24.7846658,902
2521,3, Shopping and Services,46.7060528,24.6213287,1265
2522,6, Clinics,46.7136807,24.6484904,1218
2523,6, Medical Centers,46.7112352,24.6519484,1216
2524,3, Shopping and Services,46.7094685,24.6025508,330
2525,2, Restaurants,46.6199282,24.7453411,13
2526,6, Clinics,46.6029141,24.5863478,469
2527,6, Clinics,46.6327554,24.5926153,1090
2528,1, Hotels and Furnished Apartments,46.7436022,24.661818,1469
2529,1, Hotels and Furnished Apartments,46.7806861,24.712098,914
2530,2, Restaurants,46.580226,24.7528157,3
2531,3, Shopping and Services,46.7943541,24.7120028,354
2532,5, Banks,46.8055462,24.6706021,958
2533,5, Banks,46.7779401,24.5893905,1326
2534,6, Clinics,46.6470608,24.6884745,27
2535,6, Private Schools,46.7779569,24.7300812,138
2536,1, Hotels and Furnished Apartments,46.7068053,24.5627287,1431
2537,2, Restaurants,46.6745663,24.6924866,841
2538,1, Hotels and Furnished Apartments,46.6008079,24.5842881,469
2539,1, Hotels and Furnished Apartments,46.6395211,24.597528,1110
2540,3, Shopping and Services,46.690115,24.6858731,877
2541,3, Shopping and Services,46.6783074,24.7089311,832
2542,2, Restaurants,46.719187,24.6839469,229
2543,2, Restaurants,46.7034996,24.6210891,206
2544,2, Restaurants,46.6746671,24.6881512,841
2545,2, Restaurants,46.6715231,24.6943966,837
2546,2, Restaurants,46.6715231,24.6943966,837
2547,4, Entertainment,46.8082961,24.8669384,451
2548,4, Entertainment,46.6902296,24.6076134,478
2549,6, Private Schools,46.6997696,24.6412271,197
2550,6, Government Schools,46.7066662,24.73272,809
2551,3, Shopping and Services,46.6897269,24.7274314,801
2552,3, Shopping and Services,46.8014079,24.7357046,919
2553,3, Shopping and Services,46.8020866,24.7323368,920
2554,3, Shopping and Services,46.8025223,24.7338031,920
2555,3, Shopping and Services,46.8015771,24.7302889,920
2556,3, Shopping and Services,46.8002025,24.7308495,916
2557,4, Entertainment,46.6767757,24.683701,871
2558,2, Restaurants,46.7011944,24.6800119,1038
2559,2, Restaurants,46.7318466,24.669675,1468
2560,3, Shopping and Services,46.6851096,24.7466292,751
2561,5, Consultants and Contractors,46.7332101,24.6798219,237
2562,5, Law Firms,46.7253613,24.6880449,233
2563,1, Hotels and Furnished Apartments,46.7440916,24.7018744,251
2564,4, Entertainment,46.7539804,24.7319636,912
2565,4, Entertainment,46.7762872,24.7477086,139
2566,4, Entertainment,46.7596864,24.7205607,136
2567,1, Hotels and Furnished Apartments,46.7544586,24.5997623,1317
2568,5, Factories,46.7737577,24.6087077,401
2569,5, Factories,46.7760305,24.6082127,401
2570,3, Shopping and Services,46.7398742,24.6994766,251
2571,4, Entertainment,46.6856962,24.6948157,859
2572,3, Shopping and Services,46.6631494,24.7349788,676
2573,6, Clinics,46.7935878,24.7530958,144
2574,6, Clinics,46.8127987,24.7595958,907
2575,6, Clinics,46.8199112,24.7648391,908
2576,6, Clinics,46.6894823,24.7272244,801
2577,6, Private Schools,46.70981,24.7006009,106
2578,6, Private Schools,46.7099433,24.7076937,866
2579,6, Private Schools,46.709026,24.6945223,880
2580,6, Universities and Colleges,46.6796486,24.6329278,188
2581,2, Restaurants,46.5736109,24.7490173,3
2582,4, Entertainment,46.6251913,24.6050624,1074
2583,3, Shopping and Services,46.6769839,24.713092,832
2584,2, Restaurants,46.6918765,24.5698372,1428
2585,1, Hotels and Furnished Apartments,46.814078,24.7440666,997
2586,1, Hotels and Furnished Apartments,46.8342497,24.7266602,362
2587,1, Hotels and Furnished Apartments,46.7723293,24.7552518,134
2588,1, Hotels and Furnished Apartments,46.79633,24.7484221,895
2589,1, Hotels and Furnished Apartments,46.7872264,24.7537178,895
2590,4, Entertainment,46.6318852,24.6028305,159
2591,2, Restaurants,46.6769926,24.7005602,839
2592,2, Restaurants,46.6985885,24.7014455,861
2593,3, Shopping and Services,46.7999109,24.7336833,919
2594,3, Shopping and Services,46.7981694,24.7336004,916
2595,4, Entertainment,46.6975045,24.7009718,861
2596,2, Restaurants,46.6542236,24.603166,475
2597,4, Entertainment,46.6980621,24.5500408,386
2598,4, Entertainment,46.6872742,24.5481447,384
2599,5, Factories,46.7388944,24.6435677,319
2600,6, Government Schools,46.7148564,24.6047625,1304
2601,6, Private Schools,46.6358062,24.5754813,163
2602,2, Restaurants,46.6817267,24.5955545,168
2603,2, Restaurants,46.7069163,24.6720879,1055
2604,5, Consultants and Contractors,46.7298892,24.6805368,1147
2605,5, Law Firms,46.7455569,24.6742863,256
2606,4, Entertainment,46.8173735,24.7397089,359
2607,1, Hotels and Furnished Apartments,46.7983694,24.6835202,370
2608,1, Hotels and Furnished Apartments,46.7060692,24.6716885,1055
2609,1, Hotels and Furnished Apartments,46.7977812,24.6844429,951
2610,2, Restaurants,46.6991359,24.6944241,103
2611,2, Restaurants,46.7013193,24.7433835,805
2612,2, Restaurants,46.7056456,24.5632399,1430
2613,4, Entertainment,46.7922252,24.7105967,354
2614,4, Entertainment,46.7772546,24.7099186,914
2615,6, Private Schools,46.7250229,24.7830894,723
2616,3, Shopping and Services,46.6640313,24.7058092,31
2617,4, Entertainment,46.6479669,24.5745625,163
2618,6, Medical Centers,46.6761102,24.6920055,841
2619,6, Clinics,46.7121246,24.6808822,222
2620,6, Clinics,46.6490728,24.594275,475
2621,3, Shopping and Services,46.8227194,24.74983,1008
2622,3, Shopping and Services,46.7723855,24.6563936,271
2623,3, Shopping and Services,46.6656099,24.7234917,23
2624,5, Banks,46.712353,24.5955974,1356
2625,4, Entertainment,46.7384562,24.6648932,240
2626,4, Entertainment,46.6833136,24.7158631,833
2627,3, Shopping and Services,46.6715673,24.7118393,826
2628,2, Restaurants,46.6834686,24.7385576,742
2629,5, Factories,46.7442892,24.6412243,321
2630,6, Clinics,46.6517664,24.6901489,29
2631,6, Clinics,46.7907533,24.7559303,895
2632,6, Hospitals,46.7104437,24.661723,1167
2633,5, Mosques,46.6172575,24.5894887,1393
2634,5, Mosques,46.7422971,24.6595303,1209
2635,6, Clinics,46.7841991,24.6442888,345
2636,5, Mosques,46.695293,24.7477021,750
2637,5, Mosques,46.750144,24.6243451,326
2638,5, Mosques,46.6433924,24.5969603,1114
2639,5, Mosques,46.7161384,24.7716035,82
2640,5, Mosques,46.7010736,24.5254236,499
2641,6, Clinics,46.8224191,24.7763113,909
2642,2, Restaurants,46.695097,24.5726448,1425
2643,2, Restaurants,46.681128,24.7337171,74
2644,2, Restaurants,46.7774071,24.5902161,1326
2645,5, Postal and Cargo Offices,46.6481057,24.6021632,1116
2646,6, Other Educational Facilities,46.7644826,24.6783221,264
2647,2, Restaurants,46.7123298,24.678114,222
2648,2, Restaurants,46.6795614,24.7343918,69
2649,4, Entertainment,46.6812899,24.6868631,872
2650,4, Entertainment,46.7617363,24.7580027,130
2651,4, Entertainment,46.6619901,24.5826737,165
2652,4, Entertainment,46.6925904,24.6297723,205
2653,4, Entertainment,46.8231872,24.7480788,363
2654,4, Entertainment,46.6238604,24.6728833,46
2655,3, Shopping and Services,46.694259,24.675658,108
2656,2, Restaurants,46.8318704,24.7447371,363
2657,2, Restaurants,46.8431242,24.7305659,491
2658,2, Restaurants,46.6385722,24.5688623,470
2659,4, Entertainment,46.7642143,24.7291628,135
2660,2, Restaurants,46.7328063,24.6935726,249
2661,2, Restaurants,46.6834687,24.7385568,742
2662,2, Restaurants,46.6698555,24.7288234,793
2663,5, Consultants and Contractors,46.7038815,24.6995131,863
2664,5, Consultants and Contractors,46.6847261,24.739444,72
2665,4, Entertainment,46.7853192,24.7450056,139
2666,2, Restaurants,46.6857724,24.6894268,99
2667,4, Entertainment,46.7728262,24.8502209,444
2668,4, Entertainment,46.8088705,24.9055814,695
2669,1, Hotels and Furnished Apartments,46.8004907,24.6871081,951
2670,6, Private Schools,46.7042598,24.6528233,1164
2671,6, Government Schools,46.6194442,24.6793427,46
2672,6, Government Schools,46.6153344,24.6810019,46
2673,3, Shopping and Services,46.6976217,24.692997,103
2674,2, Restaurants,46.6834687,24.7385568,742
2675,5, Consultants and Contractors,46.7481183,24.7623815,889
2676,6, Medical Centers,46.7905275,24.7095071,354
2677,3, Shopping and Services,46.6839338,24.7247023,799
2678,6, Clinics,46.6359417,24.7829459,570
2679,6, Clinics,46.6831236,24.7837221,597
2680,6, Clinics,46.6142676,24.5920355,1391
2681,6, Private Schools,46.7348257,24.6718008,1153
2682,6, Universities and Colleges,46.7317462,24.6569466,242
2683,6, Clinics,46.8027882,24.7029363,356
2684,6, Clinics,46.7064998,24.5631141,1431
2685,2, Restaurants,46.7516504,24.6186584,342
2686,3, Shopping and Services,46.6771881,24.7108285,832
2687,2, Restaurants,46.704807,24.5638669,1430
2688,2, Restaurants,46.7026319,24.5669171,1424
2689,1, Hotels and Furnished Apartments,46.7803317,24.7402302,140
2690,2, Restaurants,46.7816997,24.6986197,354
2691,4, Entertainment,46.707584,24.5471772,386
2692,2, Restaurants,46.6825011,24.7638916,719
2693,4, Entertainment,46.5501205,24.6468336,44
2694,5, Mosques,46.6895483,24.6199249,1103
2695,5, Mosques,46.6860339,24.6146379,1102
2696,5, Mosques,46.6958691,24.6124234,1268
2697,5, Mosques,46.676251,24.64373,179
2698,6, Clinics,46.6971976,24.6362412,200
2699,6, Clinics,46.6700615,24.7662503,707
2700,6, Medical Centers,46.7672489,24.6855671,262
2701,2, Restaurants,46.8446548,24.7273342,1011
2702,6, Other Educational Facilities,46.7951325,24.7103729,354
2703,4, Entertainment,46.7256595,24.6658066,1481
2704,2, Restaurants,46.724908,24.6658818,1481
2705,4, Entertainment,46.7862845,24.6905129,935
2706,6, Government Schools,46.7506623,24.6241341,326
2707,4, Entertainment,46.7249268,24.6625455,1481
2708,3, Shopping and Services,46.799667,24.731375,916
2709,3, Shopping and Services,46.728504,24.6783765,1154
2710,3, Shopping and Services,46.6811766,24.7012544,843
2711,3, Shopping and Services,46.6979995,24.6931079,103
2712,3, Shopping and Services,46.6927192,24.6909322,878
2713,2, Restaurants,46.6833136,24.7158631,833
2714,2, Restaurants,46.743802,24.6784164,256
2715,2, Restaurants,46.7158471,24.6449154,1225
2716,3, Shopping and Services,46.6770303,24.7094227,86
2717,1, Hotels and Furnished Apartments,46.6177669,24.5696482,1399
2718,1, Hotels and Furnished Apartments,46.6431861,24.6103927,1082
2719,1, Hotels and Furnished Apartments,46.6450999,24.6008914,1116
2720,3, Shopping and Services,46.7535662,24.7425655,912
2721,3, Shopping and Services,46.7049198,24.6117839,1275
2722,3, Shopping and Services,46.706345,24.6188158,1265
2723,5, Public Libraries,46.7061277,24.615792,1272
2724,5, Consultants and Contractors,46.7151138,24.7026583,106
2725,5, Consultants and Contractors,46.719536,24.6965069,114
2726,5, Law Firms,46.6945596,24.6914148,878
2727,5, Law Firms,46.6937745,24.6983496,858
2728,3, Shopping and Services,46.6846827,24.7364989,796
2729,2, Restaurants,46.6795345,24.5941367,166
2730,2, Restaurants,46.6907831,24.7279342,810
2731,6, Clinics,46.5863962,24.5834388,1379
2732,5, Mosques,46.7482516,24.7515,132
2733,6, Private Schools,46.6779356,24.621934,194
2734,6, Private Schools,46.6836342,24.6238499,194
2735,6, Private Schools,46.6778979,24.6181378,1104
2736,6, Private Schools,46.6833972,24.6211823,210
2737,6, Private Schools,46.6924121,24.6383306,187
2738,6, Private Schools,46.6914275,24.6360621,187
2739,6, Private Schools,46.6927041,24.6339473,202
2740,6, Private Schools,46.6854392,24.6218253,1101
2741,6, Private Schools,46.677993,24.6144682,211
2742,6, Government Schools,46.6918544,24.6225926,1101
2743,6, Private Schools,46.6456277,24.7353979,629
2744,6, Private Schools,46.6535009,24.7246867,17
2745,6, Private Schools,46.6524015,24.7212024,22
2746,6, Private Schools,46.6583679,24.7217979,785
2747,6, Private Schools,46.6671518,24.7147397,24
2748,6, Private Schools,46.6452353,24.6976166,27
2749,6, Private Schools,46.6733537,24.700021,839
2750,6, Private Schools,46.6622223,24.7096137,25
2751,6, Hospitals,46.6290464,24.8004828,564
2752,6, Clinics,46.7391804,24.6691459,241
2753,5, Mosques,46.6487603,24.5831184,473
2754,5, Mosques,46.6876213,24.6066513,478
2755,5, Mosques,46.7532861,24.7563386,132
2756,6, Clinics,46.5991831,24.5967273,156
2757,6, Medical Centers,46.6540952,24.5713092,484
2758,6, Hospitals,46.6777669,24.6697811,39
2759,6, Training Centers,46.6161376,24.67718,46
2760,6, Training Centers,46.6519838,24.7545914,670
2761,2, Restaurants,46.7601463,24.7661004,888
2762,2, Restaurants,46.5715728,24.7483051,701
2763,5, Banks,46.8156553,24.733683,359
2764,6, Training Centers,46.6948884,24.7329424,808
2765,6, Clinics,46.6605864,24.5776491,474
2766,4, Entertainment,46.78032,24.8538808,443
2767,2, Restaurants,46.6338373,24.5932785,1090
2768,2, Restaurants,46.8477043,24.7341603,683
2769,2, Restaurants,46.8070683,24.6959529,930
2770,2, Restaurants,46.8571752,24.7264189,1019
2771,2, Restaurants,46.8453684,24.7276265,490
2772,3, Shopping and Services,46.6848199,24.5483599,1421
2773,3, Shopping and Services,46.8022588,24.7361356,993
2774,4, Entertainment,46.6860649,24.6865121,874
2775,6, Private Schools,46.8063484,24.6906488,953
2776,2, Restaurants,46.656532,24.723256,784
2777,6, Universities and Colleges,46.7455629,24.670088,241
2778,5, Consultants and Contractors,46.7207468,24.6667239,1192
2779,5, Consultants and Contractors,46.6931528,24.74024,72
2780,4, Entertainment,46.7131822,24.6889469,1042
2781,2, Restaurants,46.7676116,24.7052122,1404
2782,5, Banks,46.7122757,24.5967653,334
2783,5, Banks,46.7563234,24.7653463,888
2784,4, Entertainment,46.7142623,24.6893961,1046
2785,4, Entertainment,46.7662163,24.8465349,444
2786,5, Postal and Cargo Offices,46.671522,24.7633487,706
2787,4, Entertainment,46.7578624,24.7428009,137
2788,6, Training Centers,46.6768233,24.6156939,211
2789,6, Private Schools,46.7012873,24.5729816,1433
2790,6, Private Schools,46.6130076,24.5797519,1394
2791,5, Law Firms,46.6945298,24.7011287,89
2792,5, Consultants and Contractors,46.7108567,24.7055189,867
2793,5, Law Firms,46.6981844,24.694598,104
2794,6, Private Schools,46.6643512,24.7632841,708
2795,2, Restaurants,46.6449058,24.6000628,1116
2796,5, Consultants and Contractors,46.5823629,24.7517422,3
2797,3, Shopping and Services,46.7757946,24.6858042,924
2798,3, Shopping and Services,46.6770573,24.7110715,832
2799,2, Restaurants,46.6798426,24.594361,166
2800,4, Entertainment,46.6887913,24.6110005,214
2801,6, Private Schools,46.7576201,24.6910719,255
2802,6, Private Schools,46.7053009,24.6905535,112
2803,6, Private Schools,46.7210328,24.676479,231
2804,6, Private Schools,46.7210496,24.6754541,231
2805,6, Private Schools,46.7577951,24.6911308,255
2806,6, Private Schools,46.6925193,24.7943422,600
2807,6, Private Schools,46.7097743,24.7996315,603
2808,6, Private Schools,46.7137282,24.7961758,604
2809,6, Private Schools,46.709496,24.7926286,56
2810,6, Private Schools,46.785561,24.8059269,128
2811,6, Private Schools,46.7358057,24.7767199,761
2812,6, Private Schools,46.7373964,24.7754668,761
2813,6, Private Schools,46.7525478,24.7703426,760
2814,6, Private Schools,46.7522716,24.7636535,888
2815,6, Private Schools,46.7530003,24.7642318,888
2816,6, Private Schools,46.6260953,24.7907276,569
2817,6, Private Schools,46.6341242,24.7859114,569
2818,6, Medical Centers,46.7615896,24.764185,888
2819,5, Mosques,46.7296131,24.6159657,1282
2820,5, Mosques,46.7049726,24.6814729,110
2821,5, Mosques,46.6994253,24.7086846,90
2822,5, Mosques,46.7203776,24.6293211,305
2823,6, Clinics,46.6503182,24.57602,163
2824,5, Mosques,46.6858281,24.5940267,168
2825,5, Mosques,46.7088908,24.7391506,80
2826,6, Clinics,46.6914219,24.6360604,187
2827,5, Mosques,46.7699399,24.6971591,252
2828,3, Shopping and Services,46.6800268,24.5522423,1422
2829,6, Medical Centers,46.6881769,24.7326291,79
2830,6, Hospitals,46.7075834,24.6560044,1156
2831,4, Entertainment,46.78234,24.6904215,355
2832,3, Shopping and Services,46.5994468,24.5833863,1377
2833,3, Shopping and Services,46.5374925,24.7478122,4
2834,4, Entertainment,46.6672312,24.73083,67
2835,4, Entertainment,46.8284226,24.7492424,363
2836,6, Medical Centers,46.6784364,24.6772208,870
2837,6, Hospitals,46.6377162,24.6936488,27
2838,6, Private Schools,46.6455402,24.6973198,27
2839,6, Private Schools,46.6722155,24.6844149,36
2840,6, Private Schools,46.6765239,24.7768489,597
2841,2, Restaurants,46.7879013,24.7216771,913
2842,4, Entertainment,46.6207741,24.6042835,1077
2843,3, Shopping and Services,46.682917,24.7000958,88
2844,3, Shopping and Services,46.6927192,24.6909322,878
2845,2, Restaurants,46.6807091,24.5948729,168
2846,2, Restaurants,46.6271431,24.5861255,1088
2847,2, Restaurants,46.6485865,24.5997133,475
2848,2, Restaurants,46.6477216,24.5993729,475
2849,2, Restaurants,46.8037353,24.7002418,942
2850,2, Restaurants,46.8523972,24.7153892,987
2851,6, Private Schools,46.6944779,24.6370958,200
2852,4, Entertainment,46.7738835,24.6971212,351
2853,4, Entertainment,46.8097655,24.7427171,996
2854,6, Private Schools,46.7131377,24.7054402,867
2855,6, Training Centers,46.8055116,24.7382317,993
2856,4, Entertainment,46.7075895,24.5877491,1483
2857,2, Restaurants,46.6909901,24.7062698,845
2858,2, Restaurants,46.69099,24.7062699,845
2859,3, Shopping and Services,46.7049198,24.6117839,1275
2860,3, Shopping and Services,46.7049198,24.6117839,1275
2861,5, Factories,46.8158506,24.6501387,378
2862,6, Government Schools,46.6190765,24.6051438,1458
2863,6, Government Schools,46.6325252,24.6128993,1459
2864,6, Government Schools,46.622967,24.5988609,1077
2865,6, Government Schools,46.6232976,24.5984129,1076
2866,3, Shopping and Services,46.6855202,24.7354534,796
2867,3, Shopping and Services,46.6857008,24.7374577,72
2868,2, Restaurants,46.6256207,24.5879952,1088
2869,2, Restaurants,46.6464358,24.6017097,1116
2870,2, Restaurants,46.6363395,24.7761424,579
2871,5, Mosques,46.7100987,24.6094642,314
2872,5, Mosques,46.6772424,24.7252603,794
2873,6, Clinics,46.7318571,24.6115881,343
2874,6, Clinics,46.808451,24.7654676,906
2875,6, Clinics,46.5898186,24.5930016,467
2876,6, Private Schools,46.7446878,24.598737,1308
2877,6, Private Schools,46.6196581,24.6835382,46
2878,6, Private Schools,46.6285406,24.6546675,47
2879,6, Private Schools,46.6724632,24.6620627,40
2880,6, Private Schools,46.6873901,24.672421,42
2881,6, Private Schools,46.6872746,24.6726503,42
2882,6, Government Schools,46.6693756,24.6548172,1031
2883,6, Clinics,46.699471,24.6373335,201
2884,5, Mosques,46.7365457,24.6163632,312
2885,6, Medical Centers,46.6747968,24.6826711,38
2886,2, Restaurants,46.7069971,24.6566254,1156
2887,1, Hotels and Furnished Apartments,46.8011372,24.6883742,951
2888,1, Hotels and Furnished Apartments,46.8319344,24.7359902,364
2889,1, Hotels and Furnished Apartments,46.8441998,24.7435907,1020
2890,1, Hotels and Furnished Apartments,46.8007003,24.6881572,951
2891,6, Government Schools,46.7059567,24.6530681,1165
2892,2, Restaurants,46.660414,24.7249128,784
2893,4, Entertainment,46.7432338,24.6025381,1464
2894,2, Restaurants,46.7771806,24.6248251,349
2895,6, Other Educational Facilities,46.7204057,24.6826234,229
2896,4, Entertainment,46.7001459,24.7022197,861
2897,4, Entertainment,46.6831232,24.6940649,844
2898,3, Shopping and Services,46.8049239,24.7298717,918
2899,3, Shopping and Services,46.8053053,24.7301064,918
2900,3, Shopping and Services,46.8044031,24.7392088,993
2901,4, Entertainment,46.6972556,24.6822939,1038
2902,6, Other Educational Facilities,46.8175026,24.7545092,146
2903,2, Restaurants,46.6723589,24.6930348,837
2904,2, Restaurants,46.6711387,24.6489164,175
2905,2, Restaurants,46.676257,24.6759439,38
2906,2, Restaurants,46.6844673,24.6866199,872
2907,2, Restaurants,46.6744605,24.7596593,718
2908,2, Restaurants,46.6544943,24.7515769,60
2909,4, Entertainment,46.8269685,24.751138,363
2910,6, Private Schools,46.7248394,24.7829974,723
2911,4, Entertainment,46.8422044,24.7221353,365
2912,3, Shopping and Services,46.6867796,24.6976358,859
2913,2, Restaurants,46.7017365,24.6614382,1174
2914,3, Shopping and Services,46.8030683,24.7307066,920
2915,6, Government Schools,46.6986827,24.6610919,1061
2916,6, Medical Centers,46.66653,24.7017662,31
2917,6, Medical Centers,46.7030107,24.6955239,881
2918,3, Shopping and Services,46.6941837,24.5718699,1425
2919,3, Shopping and Services,46.6782314,24.5483386,1422
2920,4, Entertainment,46.6285468,24.6909434,46
2921,6, Medical Centers,46.7206053,24.7524438,756
2922,6, Clinics,46.6873345,24.7177384,834
2923,5, Consultants and Contractors,46.7886127,24.6829571,947
2924,2, Restaurants,46.7143605,24.6376704,1253
2925,2, Restaurants,46.6739404,24.7609726,718
2926,2, Restaurants,46.7164932,24.633407,278
2927,5, Mosques,46.6607005,24.7520681,704
2928,2, Restaurants,46.6395211,24.597528,1110
2929,6, Universities and Colleges,46.8628369,24.7853677,367
2930,3, Shopping and Services,46.6843553,24.7120198,831
2931,3, Shopping and Services,46.6803374,24.7013619,843
2932,2, Restaurants,46.6565318,24.7232569,784
2933,2, Restaurants,46.7083712,24.6512711,1216
2934,5, Consultants and Contractors,46.7243061,24.6643072,1481
2935,2, Restaurants,46.6869469,24.5980279,168
2936,2, Restaurants,46.683291,24.6993716,88
2937,2, Restaurants,46.6864601,24.6904122,99
2938,2, Restaurants,46.7007567,24.694172,103
2939,4, Entertainment,46.6831975,24.6115999,1107
2940,2, Restaurants,46.3925688,24.9038622,687
2941,6, Clinics,46.6962321,24.5733569,1425
2942,5, Factories,46.5763885,24.591702,153
2943,5, Factories,46.576573,24.5916869,153
2944,5, Factories,46.5759883,24.5910179,153
2945,5, Factories,46.5758673,24.5919036,153
2946,5, Factories,46.5760363,24.5918913,153
2947,5, Factories,46.5760248,24.5917329,153
2948,5, Factories,46.8394394,24.75333,492
2949,5, Factories,46.8394953,24.7532556,492
2950,5, Factories,46.8395513,24.7531812,492
2951,5, Factories,46.8396073,24.7531068,492
2952,5, Factories,46.8396632,24.7530323,492
2953,5, Factories,46.8397192,24.7529579,492
2954,5, Factories,46.8397751,24.7528835,492
2955,5, Factories,46.8383529,24.7515603,492
2956,6, Government Schools,46.7659806,24.734273,137
2957,6, Government Schools,46.7713218,24.7349676,138
2958,6, Government Schools,46.7683296,24.72571,136
2959,6, Government Schools,46.7687001,24.725417,136
2960,6, Government Schools,46.7792931,24.7281923,138
2961,6, Private Schools,46.8053848,24.7549852,906
2962,6, Government Schools,46.8174144,24.7642913,908
2963,6, Government Schools,46.7807637,24.7347143,138
2964,6, Clinics,46.6452773,24.688162,27
2965,1, Hotels and Furnished Apartments,46.8275117,24.7585245,147
2966,1, Hotels and Furnished Apartments,46.691503,24.7693857,81
2967,6, Medical Centers,46.6698553,24.7288225,793
2968,6, Medical Centers,46.6950638,24.6756874,109
2969,6, Clinics,46.6961757,24.5408548,386
2970,6, Clinics,46.7033324,24.5551001,387
2971,6, Clinics,46.8096758,24.7684077,908
2972,5, Mosques,46.6157922,24.5851691,1392
2973,5, Mosques,46.7390135,24.6573324,247
2974,5, Mosques,46.7267899,24.6295177,1478
2975,3, Shopping and Services,46.7342048,24.6965402,251
2976,6, Universities and Colleges,46.6218479,24.7151232,14
2977,6, Universities and Colleges,46.6189612,24.7194341,14
2978,3, Shopping and Services,46.7921542,24.7158306,914
2979,6, Private Schools,46.6454944,24.59796,1114
2980,6, Clinics,46.6927123,24.7090035,848
