OBJECTID,type,subtype,x,y,TAZ
5887,4, Entertainment,46.754106,24.7317164,135
5888,4, Entertainment,46.8215442,24.7757604,909
5889,1, Hotels and Furnished Apartments,46.6823541,24.6844316,872
5890,2, Restaurants,46.6772501,24.6828003,871
5891,2, Restaurants,46.777969,24.7758685,898
5892,2, Restaurants,46.7779452,24.7759771,898
5893,5, Banks,46.6490649,24.7910902,440
5894,5, Mosques,46.8196494,24.7930832,903
5895,5, Mosques,46.8162504,24.7932554,903
5896,2, Restaurants,46.7083503,24.7789792,724
5897,2, Restaurants,46.7166751,24.7625445,757
5898,2, Restaurants,46.7164831,24.7628311,757
5899,2, Restaurants,46.7114166,24.7555488,756
5900,1, Hotels and Furnished Apartments,46.7774863,24.7427852,137
5901,5, Governmental Authorities,46.9011958,24.8104998,368
5902,5, Governmental Authorities,46.8168661,24.739329,359
5903,3, Shopping and Services,46.6349569,24.7133895,425
5904,2, Restaurants,46.6349466,24.7141119,425
5905,6, Private Schools,46.7742623,24.7089442,914
5906,6, Private Schools,46.7766909,24.7104548,914
5907,6, Private Schools,46.6944092,24.6375452,199
5908,6, Private Schools,46.6971914,24.6373874,199
5909,6, Private Schools,46.7042423,24.750473,84
5910,3, Shopping and Services,46.6850933,24.5486909,1421
5911,3, Shopping and Services,46.8036469,24.7325324,920
5912,3, Shopping and Services,46.7051271,24.6134233,1275
5913,3, Shopping and Services,46.8085273,24.7198656,922
5914,6, Clinics,46.7706118,24.7544591,134
5915,4, Entertainment,46.677919,24.7321214,795
5916,6, Other Educational Facilities,46.6612208,24.6735479,1023
5917,1, Hotels and Furnished Apartments,46.7836292,24.6961719,354
5918,3, Shopping and Services,46.6831603,24.5465072,1421
5919,3, Shopping and Services,46.675475,24.6917391,841
5920,6, Government Schools,46.73611,24.6331535,310
5921,6, Government Schools,46.7338121,24.6280374,311
5922,6, Government Schools,46.7294824,24.6261098,306
5923,3, Shopping and Services,46.7296908,24.6697138,1465
5924,5, Factories,46.7946939,24.5980114,401
5925,5, Factories,46.8132812,24.647472,378
5926,5, Factories,46.7991403,24.5885778,395
5927,3, Shopping and Services,46.6609118,24.7441588,746
5928,0, Other,46.624013,24.6797199,46
5929,4, Entertainment,46.6802864,24.5756554,167
5930,6, Training Centers,46.7379859,24.6522045,320
5931,4, Entertainment,46.6849938,24.6937431,844
5932,2, Restaurants,46.7077238,24.6914696,112
5933,2, Restaurants,46.7029667,24.6919999,112
5934,4, Entertainment,46.7034345,24.5822999,1480
5935,1, Hotels and Furnished Apartments,46.6233085,24.5868125,1395
5936,1, Hotels and Furnished Apartments,46.7712394,24.7035426,351
5937,4, Entertainment,46.7209724,24.6067922,335
5938,4, Entertainment,46.6935058,24.6032113,478
5939,3, Shopping and Services,46.6781161,24.5926635,166
5940,5, Factories,46.7154693,24.5231804,502
5941,5, Factories,46.7176208,24.5255828,502
5942,5, Factories,46.7224892,24.5309592,502
5943,6, Clinics,46.8129539,24.7605797,908
5944,3, Shopping and Services,46.8176748,24.7253429,360
5945,5, Factories,46.9117776,24.5345158,1366
5946,5, Factories,46.9080048,24.5379732,1366
5947,5, Factories,46.908421,24.5375005,1366
5948,5, Factories,46.9092783,24.53744,1366
5949,5, Factories,46.910646,24.536009,1366
5950,5, Factories,46.9127557,24.535215,1366
5951,4, Entertainment,46.654494,24.7515762,60
5952,1, Hotels and Furnished Apartments,46.6787945,24.7325337,74
5953,1, Hotels and Furnished Apartments,46.6770746,24.6818723,871
5954,3, Shopping and Services,46.6773772,24.6808103,38
5955,2, Restaurants,46.6777326,24.6802759,38
5956,6, Private Schools,46.6766673,24.6805068,38
5957,5, Mosques,46.6777293,24.6785514,38
5958,6, Private Schools,46.7457525,24.7956678,123
5959,6, Medical Centers,46.7477005,24.7965276,123
5960,1, Hotels and Furnished Apartments,46.7428539,24.7970265,123
5961,2, Restaurants,46.7423759,24.7975038,123
5962,2, Restaurants,46.7423263,24.7976715,123
5963,2, Restaurants,46.7987972,24.7809734,902
5964,4, Entertainment,46.8051665,24.7886001,901
5965,3, Shopping and Services,46.6826156,24.5468789,1422
5966,1, Hotels and Furnished Apartments,46.6958192,24.7159731,94
5967,4, Entertainment,46.7366667,24.6597568,245
5968,6, Private Schools,46.7190603,24.7889121,725
5969,6, Private Schools,46.7218228,24.7886117,725
5970,6, Private Schools,46.7224116,24.7819735,723
5971,5, Mosques,46.7830341,24.5707479,1327
5972,5, Mosques,46.8373745,24.401434,685
5973,6, Government Schools,46.6686147,24.732659,67
5974,6, Private Schools,46.6790468,24.7512248,754
5975,6, Government Schools,46.6299345,24.7894489,569
5976,3, Shopping and Services,46.7049198,24.6117839,1275
5977,3, Shopping and Services,46.7049315,24.606213,1274
5978,3, Shopping and Services,46.7049315,24.606213,1274
5979,4, Entertainment,46.6932667,24.6269373,208
5980,4, Entertainment,46.7672794,24.7699234,890
5981,4, Entertainment,46.7451051,24.7902768,726
5982,4, Entertainment,46.7557458,24.7731875,763
5983,3, Shopping and Services,46.7049198,24.6117839,1275
5984,1, Hotels and Furnished Apartments,46.7333263,24.7584882,758
5985,1, Hotels and Furnished Apartments,46.7339617,24.7586311,758
5986,3, Shopping and Services,46.6778053,24.6938819,842
5987,1, Hotels and Furnished Apartments,46.6898965,24.737423,807
5988,6, Clinics,46.7188579,24.6435154,286
5989,3, Shopping and Services,46.7443038,24.6615,1469
5990,3, Shopping and Services,46.7986483,24.7358245,919
5991,3, Shopping and Services,46.7821697,24.725384,913
5992,1, Hotels and Furnished Apartments,46.8442798,24.7278353,1011
5993,1, Hotels and Furnished Apartments,46.8284157,24.749237,363
5994,3, Shopping and Services,46.7987369,24.7350426,919
5995,4, Entertainment,46.8353703,24.7495966,489
5996,4, Entertainment,46.6745337,24.7138989,789
5997,2, Restaurants,46.7762398,24.5907081,1325
5998,1, Hotels and Furnished Apartments,46.7159509,24.8037216,603
5999,1, Hotels and Furnished Apartments,46.6319806,24.7906839,569
6000,1, Hotels and Furnished Apartments,46.6503384,24.7207579,22
6001,1, Hotels and Furnished Apartments,46.5863962,24.5834388,1379
6002,1, Hotels and Furnished Apartments,46.586396,24.5834386,1379
6003,1, Hotels and Furnished Apartments,46.7664545,24.7577019,130
6004,1, Hotels and Furnished Apartments,46.7043429,24.7621956,755
6005,1, Hotels and Furnished Apartments,46.7448859,24.7534631,132
6006,5, Factories,46.8850835,24.5438608,404
6007,5, Factories,46.8852304,24.5421261,404
6008,5, Factories,46.8863507,24.542821,404
6009,2, Restaurants,46.7971454,24.7834422,902
6010,3, Shopping and Services,46.6823241,24.7355119,796
6011,2, Restaurants,46.7778092,24.7425083,137
6012,3, Shopping and Services,46.777774,24.7425064,137
6013,6, Medical Centers,46.7779778,24.7425424,137
6014,2, Restaurants,46.7788843,24.7411209,137
6015,2, Restaurants,46.7804501,24.7389175,138
6016,6, Medical Centers,46.654707,24.7244183,668
6017,2, Restaurants,46.6544931,24.7245944,668
6018,3, Shopping and Services,46.6542976,24.7246192,668
6019,3, Shopping and Services,46.6536836,24.7256552,668
6020,2, Restaurants,46.6532696,24.7265424,668
6021,6, Medical Centers,46.7553114,24.7741157,763
6022,5, Mosques,46.7554864,24.7744726,763
6023,5, Embassies,46.6668519,24.7133544,24
6024,5, Embassies,46.6771795,24.6941367,33
6025,5, Embassies,46.6758791,24.7393243,744
6026,5, Embassies,46.6250327,24.6782981,46
6027,1, Hotels and Furnished Apartments,46.6691908,24.6968667,34
6028,1, Hotels and Furnished Apartments,46.6780017,24.679253,38
6029,1, Hotels and Furnished Apartments,46.7231007,24.6697207,1137
6030,1, Hotels and Furnished Apartments,46.7042403,24.7121173,825
6031,3, Shopping and Services,46.8036689,24.7319114,920
6032,3, Shopping and Services,46.8034002,24.7322984,920
6033,1, Hotels and Furnished Apartments,46.7387232,24.6744379,236
6034,5, Factories,46.7394282,24.6461215,319
6035,5, Factories,46.7404908,24.6447537,319
6036,1, Hotels and Furnished Apartments,46.7909717,24.683816,948
6037,1, Hotels and Furnished Apartments,46.7551887,24.7542591,131
6038,1, Hotels and Furnished Apartments,46.7533836,24.7573364,132
6039,4, Entertainment,46.7379859,24.699362,817
6040,4, Entertainment,46.7376053,24.6990836,817
6041,4, Entertainment,46.6803666,24.5597784,1427
6042,4, Entertainment,46.7189788,24.6966026,114
6043,3, Shopping and Services,46.8008401,24.7312819,920
6044,5, Factories,46.7404108,24.6460869,319
6045,5, Factories,46.7357798,24.6463723,319
6046,1, Hotels and Furnished Apartments,46.8261272,24.7777199,911
6047,1, Hotels and Furnished Apartments,46.8283204,24.7728374,911
6048,1, Hotels and Furnished Apartments,46.8283075,24.7575036,147
6049,1, Hotels and Furnished Apartments,46.80184,24.7579108,906
6050,1, Hotels and Furnished Apartments,46.6649581,24.7473349,747
6051,1, Hotels and Furnished Apartments,46.5772152,24.7521261,3
6052,3, Shopping and Services,46.6817592,24.5464054,1422
6053,5, Factories,46.8870319,24.5443244,404
6054,5, Factories,46.890144,24.5482971,404
6055,5, Factories,46.8917731,24.5492261,404
6056,5, Factories,46.8999322,24.5545705,404
6057,5, Factories,46.898673,24.5536203,404
6058,5, Factories,46.8948553,24.551494,404
6059,5, Factories,46.9117714,24.5352889,1366
6060,5, Factories,46.9133662,24.5348263,1366
6061,5, Factories,46.9090478,24.538907,1366
6062,5, Factories,46.9111088,24.5407797,1366
6063,5, Factories,46.9143448,24.5355177,1366
6064,5, Factories,46.9124249,24.5416128,1366
6065,5, Factories,46.9114745,24.5415052,1366
6066,5, Factories,46.9103255,24.5290038,1366
6067,4, Entertainment,46.7621468,24.5199879,391
6068,3, Shopping and Services,46.6643837,24.7471675,747
6069,0, Other,46.6941572,24.6779178,1040
6070,2, Restaurants,46.6834687,24.7385568,742
6071,2, Restaurants,46.6834687,24.7385568,742
6072,5, Banks,46.8122724,24.7371524,358
6073,5, Banks,46.6392995,24.5966275,1110
6074,1, Hotels and Furnished Apartments,46.586396,24.5834386,1379
6075,2, Restaurants,46.6663962,24.702929,31
6076,2, Restaurants,46.6631067,24.7116038,788
6077,2, Restaurants,46.662791,24.7116412,788
6078,3, Shopping and Services,46.6920498,24.7205932,836
6079,3, Shopping and Services,46.6922325,24.7205324,836
6080,2, Restaurants,46.6916936,24.7203354,836
6081,3, Shopping and Services,46.6913198,24.7201522,836
6082,3, Shopping and Services,46.6905853,24.7199709,834
6083,0, Other,46.8200618,24.659541,374
6084,0, Other,46.6547655,24.7555376,58
6085,5, Banks,46.7053762,24.6764432,223
6086,0, Other,46.6346507,24.8038187,568
6087,5, Banks,46.7722304,24.75121,134
6088,3, Shopping and Services,46.6862826,24.7173649,833
6089,2, Restaurants,46.6912381,24.6991524,858
6090,1, Hotels and Furnished Apartments,46.7534902,24.7356894,912
6091,5, Factories,46.7362279,24.6433948,319
6092,5, Factories,46.7414116,24.6447245,319
6093,5, Governmental Authorities,46.7177959,24.6513825,1204
6094,5, Governmental Authorities,46.7045018,24.6507755,1215
6095,4, Entertainment,46.7209724,24.6067922,335
6096,1, Hotels and Furnished Apartments,46.7444119,24.7525703,132
6097,1, Hotels and Furnished Apartments,46.7398668,24.6675403,241
6098,1, Hotels and Furnished Apartments,46.7512572,24.7561424,132
6099,1, Hotels and Furnished Apartments,46.7619445,24.7632444,888
6100,6, Clinics,46.6920878,24.7328063,808
6101,6, Clinics,46.6349755,24.7084731,425
6102,6, Clinics,46.6495045,24.6966217,27
6103,6, Clinics,46.5886452,24.680622,416
6104,5, Mosques,46.6769985,24.7698288,715
6105,0, Other,46.7803955,24.7356927,138
6106,3, Shopping and Services,46.801551,24.7346499,919
6107,3, Shopping and Services,46.801308,24.735023,919
6108,1, Hotels and Furnished Apartments,46.6661416,24.5712327,1411
6109,4, Entertainment,46.6722694,24.7602599,709
6110,5, Factories,46.7709363,24.6105996,401
6111,1, Hotels and Furnished Apartments,46.6319076,24.5778743,470
6112,1, Hotels and Furnished Apartments,46.7601463,24.7661004,888
6113,1, Hotels and Furnished Apartments,46.6404278,24.6974558,27
6114,1, Hotels and Furnished Apartments,46.6521729,24.6992418,29
6115,1, Hotels and Furnished Apartments,46.6629765,24.7171222,786
6116,1, Hotels and Furnished Apartments,46.7231024,24.6377359,1262
6117,1, Hotels and Furnished Apartments,46.7173572,24.6346642,1261
6118,6, Private Schools,46.6315084,24.5864829,1089
6119,6, Private Schools,46.6355255,24.5954881,1115
6120,6, Private Schools,46.6492144,24.6027018,1117
6121,6, Private Schools,46.6493751,24.5993255,475
6122,6, Private Schools,46.6477007,24.5982423,475
6123,6, Private Schools,46.613022,24.5795282,1394
6124,6, Private Schools,46.6132495,24.5792188,1394
6125,4, Entertainment,46.7179051,24.7045456,113
6126,0, Other,46.7424696,24.7522024,117
6127,4, Entertainment,46.7115269,24.6473844,272
6128,5, Factories,46.8954679,24.5510979,404
6129,5, Factories,46.8956921,24.5525846,404
6130,5, Factories,46.8960913,24.5519103,404
6131,5, Factories,46.8968507,24.55084,404
6132,5, Factories,46.8941178,24.5500378,404
6133,5, Factories,46.8939069,24.5478448,404
6134,5, Factories,46.8942366,24.5441824,404
6135,5, Factories,46.8950982,24.5453029,404
6136,3, Shopping and Services,46.753309,24.7424052,912
6137,3, Shopping and Services,46.7509134,24.7409326,912
6138,6, Clinics,46.7691471,24.7292506,138
6139,4, Entertainment,46.6892354,24.716125,93
6140,3, Shopping and Services,46.8007933,24.7322327,920
6141,3, Shopping and Services,46.7988961,24.7324563,916
6142,4, Entertainment,46.6987744,24.7625554,83
6143,3, Shopping and Services,46.748427,24.7429775,132
6144,0, Other,46.7334839,24.6668354,1466
6145,5, Governmental Authorities,46.8096897,24.5864842,397
6146,3, Shopping and Services,46.6914627,24.7391718,807
6147,6, Medical Centers,46.6914627,24.7391718,807
6148,2, Restaurants,46.6530764,24.7230504,22
6149,6, Clinics,46.7379571,24.6452234,319
6150,6, Clinics,46.730929,24.6699459,1465
6151,6, Clinics,46.7518088,24.6688303,265
6152,6, Clinics,46.7719314,24.6825974,923
6153,5, Governmental Authorities,46.6937323,24.640223,197
6154,5, Banks,46.5745973,24.7498941,3
6155,5, Banks,46.6909161,24.6840871,102
6156,5, Banks,46.6263768,24.4921094,170
6157,2, Restaurants,46.7180491,24.8007127,603
6158,2, Restaurants,46.6141245,24.5700201,1401
6159,2, Restaurants,46.6773018,24.6758679,38
6160,2, Restaurants,46.6800593,24.7255493,797
6161,2, Restaurants,46.6699131,24.7667502,707
6162,5, Embassies,46.6271839,24.684638,46
6163,1, Hotels and Furnished Apartments,46.8312146,24.7358185,359
6164,3, Shopping and Services,46.6616284,24.7676436,584
6165,3, Shopping and Services,46.7973307,24.7346126,916
6166,3, Shopping and Services,46.7429899,24.7537572,889
6167,1, Hotels and Furnished Apartments,46.7980066,24.6840411,951
6168,6, Clinics,46.8269943,24.7265983,362
6169,5, Mosques,46.7424174,24.6102116,1461
6170,5, Mosques,46.6894513,24.6312653,187
6171,5, Mosques,46.67385,24.6139506,191
6172,5, Mosques,46.7998115,24.6630701,944
6173,5, Mosques,46.7943373,24.6569609,944
6174,5, Mosques,46.7994198,24.6541441,944
6175,5, Mosques,46.8010363,24.6484119,1471
6176,5, Mosques,46.8055748,24.6817248,370
6177,4, Entertainment,46.6733045,24.759882,709
6178,5, Factories,46.7413833,24.6451544,319
6179,5, Factories,46.7393569,24.6417583,319
6180,5, Factories,46.7356478,24.6470741,319
6181,1, Hotels and Furnished Apartments,46.7398062,24.5957656,1321
6182,6, Private Schools,46.6101994,24.5763847,1399
6183,2, Restaurants,46.6587155,24.7241806,784
6184,3, Shopping and Services,46.6736662,24.7180669,78
6185,3, Shopping and Services,46.6716952,24.7217863,802
6186,1, Hotels and Furnished Apartments,46.6766243,24.7069338,86
6187,3, Shopping and Services,46.7049315,24.606213,1274
6188,4, Entertainment,46.6733045,24.759882,709
6189,3, Shopping and Services,46.7989982,24.7346964,919
6190,3, Shopping and Services,46.7985502,24.7344144,919
6191,1, Hotels and Furnished Apartments,46.6300715,24.5805209,471
6192,4, Entertainment,46.7379499,24.6993127,817
6193,3, Shopping and Services,46.7492188,24.7415401,132
6194,5, Banks,46.6282464,24.5840663,1089
6195,4, Entertainment,46.6284844,24.802895,435
6196,1, Hotels and Furnished Apartments,46.63703,24.7802574,570
6197,1, Hotels and Furnished Apartments,46.6376282,24.7794558,570
6198,6, Clinics,46.6650292,24.7078039,828
6199,0, Other,46.6539985,24.6378463,1030
6200,0, Other,46.5865046,24.6255673,1452
6201,0, Other,46.7748212,24.620305,400
6202,6, Other Educational Facilities,46.6838278,24.6520582,177
6203,5, Governmental Authorities,46.6966084,24.6697981,1034
6204,1, Hotels and Furnished Apartments,46.6991621,24.6855401,112
6205,1, Hotels and Furnished Apartments,46.683595,24.6942216,844
6206,2, Restaurants,46.6793348,24.7251512,797
6207,2, Restaurants,46.6787021,24.6857546,871
6208,6, Clinics,46.6531278,24.7673878,585
6209,6, Medical Centers,46.6896084,24.7384275,807
6210,5, Banks,46.689262,24.7384472,807
6211,3, Shopping and Services,46.7757888,24.6927585,355
6212,2, Restaurants,46.6843641,24.736191,796
6213,5, Governmental Authorities,46.7373015,24.6443778,319
6214,3, Shopping and Services,46.6489026,24.7018515,780
6215,1, Hotels and Furnished Apartments,46.6422153,24.6983539,27
6216,1, Hotels and Furnished Apartments,46.6468292,24.7002739,27
6217,2, Restaurants,46.6464427,24.7001901,27
6218,2, Restaurants,46.6782081,24.7138824,832
6219,5, Banks,46.6672252,24.7203656,23
6220,4, Entertainment,46.6702962,24.6123311,1092
6221,5, Embassies,46.6281196,24.6843999,46
6222,1, Hotels and Furnished Apartments,46.8330462,24.733442,362
6223,5, Factories,46.756804,24.6405409,320
6224,6, Hospitals,46.6877648,24.6793847,869
6225,5, Governmental Authorities,46.7140723,24.6522083,273
6226,3, Shopping and Services,46.8040651,24.7303425,918
6227,3, Shopping and Services,46.8035722,24.7297052,918
6228,3, Shopping and Services,46.8030719,24.7304019,920
6229,3, Shopping and Services,46.8020721,24.7317997,920
6230,3, Shopping and Services,46.8006228,24.7337763,920
6231,3, Shopping and Services,46.7994927,24.735187,919
6232,3, Shopping and Services,46.7992103,24.7346645,919
6233,3, Shopping and Services,46.8001329,24.7333533,920
6234,3, Shopping and Services,46.8006208,24.7327381,920
6235,3, Shopping and Services,46.8007229,24.7325337,920
6236,6, Private Schools,46.6353505,24.5719446,470
6237,6, Private Schools,46.6344227,24.5714874,470
6238,6, Private Schools,46.631532,24.5657416,470
6239,6, Private Schools,46.6353724,24.5754318,163
6240,6, Private Schools,46.6190702,24.5772715,471
6241,6, Private Schools,46.6249045,24.5845267,471
6242,6, Private Schools,46.6433719,24.5719678,163
6243,6, Private Schools,46.6441058,24.5694791,163
6244,1, Hotels and Furnished Apartments,46.8393628,24.7429864,491
6245,1, Hotels and Furnished Apartments,46.7617044,24.7578324,130
6246,1, Hotels and Furnished Apartments,46.7211362,24.6375169,1262
6247,1, Hotels and Furnished Apartments,46.72296,24.6376134,1262
6248,1, Hotels and Furnished Apartments,46.8310667,24.7360166,359
6249,6, Clinics,46.7210212,24.6419321,1237
6250,6, Private Schools,46.7091765,24.7005269,107
6251,6, Private Schools,46.7126232,24.7067339,105
6252,6, Private Schools,46.7066417,24.6758239,223
6253,6, Clinics,46.8153167,24.6805073,950
6254,6, Clinics,46.6906457,24.68437,102
6255,1, Hotels and Furnished Apartments,46.747251,24.6836293,257
6256,3, Shopping and Services,46.7049315,24.606213,1274
6257,6, Government Schools,46.7366409,24.6374883,309
6258,6, Government Schools,46.7327076,24.6353915,1476
6259,6, Government Schools,46.7085329,24.6123755,1293
6260,1, Hotels and Furnished Apartments,46.7405367,24.7013473,817
6261,4, Entertainment,46.6804032,24.7456226,743
6262,3, Shopping and Services,46.7989523,24.7361914,919
6263,3, Shopping and Services,46.8008515,24.7363602,919
6264,1, Hotels and Furnished Apartments,46.6995452,24.7126249,852
6265,1, Hotels and Furnished Apartments,46.7474943,24.7855756,726
6266,1, Hotels and Furnished Apartments,46.7484857,24.7491642,132
6267,1, Hotels and Furnished Apartments,46.7506368,24.7493964,132
6268,1, Hotels and Furnished Apartments,46.7497215,24.7444843,132
6269,1, Hotels and Furnished Apartments,46.7471929,24.7454392,132
6270,3, Shopping and Services,46.7720223,24.720954,136
6271,5, Factories,46.7729631,24.6092689,401
6272,1, Hotels and Furnished Apartments,46.7307763,24.6631807,1196
6273,3, Shopping and Services,46.6823399,24.5472048,1422
6274,5, Embassies,46.6304722,24.6854059,46
6275,5, Embassies,46.6256329,24.6860023,46
6276,5, Embassies,46.6306806,24.6874667,46
6277,5, Embassies,46.627502,24.6869234,46
6278,5, Embassies,46.6247634,24.6868718,46
6279,5, Embassies,46.6233545,24.6768468,46
6280,5, Embassies,46.6227035,24.6795626,46
6281,5, Embassies,46.6263491,24.6863219,46
6282,6, Clinics,46.7624486,24.7416402,137
6283,6, Clinics,46.7874861,24.7005217,354
6284,6, Clinics,46.791333,24.6975123,354
6285,6, Clinics,46.80732,24.7109962,356
6286,6, Clinics,46.8096338,24.709745,356
6287,5, Governmental Authorities,46.7080609,24.5331556,386
6288,0, Other,46.7767108,24.6822091,263
6289,0, Other,46.6746704,24.7106558,829
6290,0, Other,46.6809963,24.7036442,847
6291,0, Other,46.6865939,24.6892008,874
6292,0, Other,46.6843873,24.7370914,742
6293,0, Other,46.658276,24.7424477,675
6294,5, Embassies,46.6309697,24.685721,46
6295,3, Shopping and Services,46.6804206,24.7154715,831
6296,3, Shopping and Services,46.6853345,24.7176013,833
6297,6, Clinics,46.816727,24.6785951,950
6298,6, Private Schools,46.6401352,24.5853548,1111
6299,6, Private Schools,46.6482486,24.5805147,473
6300,3, Shopping and Services,46.7838627,24.7265241,913
6301,4, Entertainment,46.7877308,24.7547892,895
6302,4, Entertainment,46.6805035,24.5599027,1427
6303,1, Hotels and Furnished Apartments,46.8213922,24.7488124,998
6304,1, Hotels and Furnished Apartments,46.8275753,24.740614,359
6305,1, Hotels and Furnished Apartments,46.8247268,24.7441494,359
6306,6, Clinics,46.6728322,24.6895336,36
6307,5, Mosques,46.7196505,24.6083011,1295
6308,5, Mosques,46.7118943,24.6347384,1251
6309,5, Mosques,46.6609592,24.7557847,703
6310,6, Clinics,46.7462135,24.6763514,1407
6311,5, Governmental Authorities,46.6955496,24.6426729,196
6312,1, Hotels and Furnished Apartments,46.784187,24.6943494,355
6313,5, Factories,46.7406496,24.6441128,319
6314,3, Shopping and Services,46.8022312,24.7328496,920
6315,3, Shopping and Services,46.6708469,24.7306565,793
6316,6, Government Schools,46.7076897,24.5923197,332
6317,3, Shopping and Services,46.7049315,24.606213,1274
6318,3, Shopping and Services,46.7049315,24.606213,1274
6319,1, Hotels and Furnished Apartments,46.7940022,24.6839458,948
6320,4, Entertainment,46.7370982,24.6990522,817
6321,1, Hotels and Furnished Apartments,46.7215533,24.6607271,1190
6322,1, Hotels and Furnished Apartments,46.7214195,24.6590764,1194
6323,1, Hotels and Furnished Apartments,46.726167,24.6607238,1201
6324,5, Factories,46.7365575,24.643891,319
6325,4, Entertainment,46.7211616,24.6068669,335
6326,3, Shopping and Services,46.7931019,24.7325688,916
6327,3, Shopping and Services,46.7934555,24.7326818,916
6328,3, Shopping and Services,46.7998699,24.73581,919
6329,3, Shopping and Services,46.8027721,24.7334706,920
6330,3, Shopping and Services,46.6815755,24.546184,1422
6331,6, Other Educational Facilities,46.717598,24.6834208,1047
6332,6, Other Educational Facilities,46.7542587,24.7314122,135
6333,6, Other Educational Facilities,46.8160447,24.7141659,921
6334,1, Hotels and Furnished Apartments,46.692111,24.7091261,848
6335,5, Factories,46.7415232,24.6428414,319
6336,5, Factories,46.7435407,24.6407338,321
6337,3, Shopping and Services,46.818774,24.7501458,907
6338,3, Shopping and Services,46.8266536,24.7550249,146
6339,3, Shopping and Services,46.7713136,24.7189097,350
6340,1, Hotels and Furnished Apartments,46.8397501,24.7448256,1018
6341,1, Hotels and Furnished Apartments,46.7465327,24.7857049,726
6342,6, Clinics,46.6907833,24.7279332,810
6343,6, Clinics,46.8346575,24.7269136,362
6344,2, Restaurants,46.6910259,24.7194761,834
6345,3, Shopping and Services,46.6911442,24.7190911,834
6346,5, Embassies,46.6248358,24.6794966,46
6347,5, Embassies,46.6270344,24.6814953,46
6348,5, Embassies,46.6296821,24.6878139,46
6349,5, Embassies,46.6292538,24.6849451,46
6350,5, Embassies,46.6247069,24.6853713,46
6351,5, Governmental Authorities,46.6401637,24.7788593,436
6352,5, Governmental Authorities,46.7425432,24.7708047,125
6353,3, Shopping and Services,46.7065668,24.745535,80
6354,3, Shopping and Services,46.7046738,24.7448275,80
6355,6, Other Educational Facilities,46.6998773,24.743162,749
6356,3, Shopping and Services,46.7005546,24.7429399,805
6357,3, Shopping and Services,46.6803349,24.7153009,831
6358,3, Shopping and Services,46.6798619,24.7151279,831
6359,0, Other,46.6659823,24.5858543,165
6360,3, Shopping and Services,46.6649929,24.5715634,1411
6361,3, Shopping and Services,46.7804477,24.7031943,354
6362,6, Clinics,46.5711988,24.5775611,466
6363,1, Hotels and Furnished Apartments,46.787364,24.6911833,937
6364,1, Hotels and Furnished Apartments,46.7617085,24.765208,890
6365,1, Hotels and Furnished Apartments,46.6834084,24.6991484,88
6366,1, Hotels and Furnished Apartments,46.6921052,24.6999548,858
6367,1, Hotels and Furnished Apartments,46.5932882,24.5902629,467
6368,3, Shopping and Services,46.7988105,24.7340644,919
6369,4, Entertainment,46.7382686,24.6995109,817
6370,4, Entertainment,46.7640015,24.7147601,350
6371,3, Shopping and Services,46.7457478,24.7483088,132
6372,3, Shopping and Services,46.7940921,24.7330624,916
6373,1, Hotels and Furnished Apartments,46.7610146,24.7661418,890
6374,4, Entertainment,46.6519897,24.590225,475
6375,1, Hotels and Furnished Apartments,46.7100396,24.6630187,1167
6376,1, Hotels and Furnished Apartments,46.7129228,24.6539772,1168
6377,5, Factories,46.7423154,24.6382793,324
6378,5, Factories,46.7403989,24.6334383,324
6379,5, Factories,46.739943,24.6329345,324
6380,1, Hotels and Furnished Apartments,46.7689937,24.6786211,927
6381,1, Hotels and Furnished Apartments,46.7740133,24.6782865,929
6382,1, Hotels and Furnished Apartments,46.6918602,24.6766097,1035
6383,6, Clinics,46.6590621,24.5878313,165
6384,6, Clinics,46.6565557,24.584124,165
6385,6, Clinics,46.6756001,24.5917232,166
6386,4, Entertainment,46.6921583,24.6813164,102
6387,6, Clinics,46.8404511,24.723365,1007
6388,1, Hotels and Furnished Apartments,46.6942051,24.6809822,1040
6389,1, Hotels and Furnished Apartments,46.7116936,24.6543098,1175
6390,1, Hotels and Furnished Apartments,46.7197021,24.6445937,287
6391,2, Restaurants,46.7031984,24.5549381,387
6392,2, Restaurants,46.6991202,24.5513979,386
6393,2, Restaurants,46.7042457,24.7103158,91
6394,5, Factories,46.7427897,24.6389483,324
6395,1, Hotels and Furnished Apartments,46.7470689,24.745687,132
6396,4, Entertainment,46.7378811,24.6992537,817
6397,4, Entertainment,46.7395066,24.7000848,251
6398,4, Entertainment,46.738214,24.6994823,817
6399,4, Entertainment,46.7379327,24.6993186,817
6400,4, Entertainment,46.7375062,24.6989917,817
6401,3, Shopping and Services,46.6803086,24.7153667,831
6402,2, Restaurants,46.6760226,24.7326527,795
6403,2, Restaurants,46.6872598,24.718408,834
6404,2, Restaurants,46.6890175,24.7575185,748
6405,3, Shopping and Services,46.6917375,24.7198857,836
6406,1, Hotels and Furnished Apartments,46.7337063,24.7579943,758
6407,1, Hotels and Furnished Apartments,46.7332213,24.7588463,758
6408,2, Restaurants,46.6780597,24.7320634,795
6409,2, Restaurants,46.678511,24.7325414,74
6410,5, Governmental Authorities,46.7093452,24.6617242,1167
6411,5, Governmental Authorities,46.8030861,24.4808821,514
